Category,category,FDR,inputGenes
plastid,Component,2.91e-26,"['3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9LRR9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
organelle envelope,Component,4.57e-22,"['3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P25857', '3702.P27521', '3702.P42699', '3702.Q01667', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
membrane protein complex,Component,6.61e-21,"['3702.O49347', '3702.P0CJ48', '3702.P19366', '3702.P27521', '3702.P54144', '3702.Q01667', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89']"
organelle subcompartment,Component,4.36e-19,"['3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P25857', '3702.P27521', '3702.P42699', '3702.Q01667', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q96500', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
chloroplast envelope,Component,1.28e-16,"['3702.O80860', '3702.P21218', '3702.P25857', '3702.P27521', '3702.Q01667', '3702.Q38814', '3702.Q38833', '3702.Q39142', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q96500', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7N7', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9XF87', '3702.Q9XIE2']"
chloroplast thylakoid membrane protein complex,Component,1.52e-15,"['3702.P19366', '3702.Q8LCA1', '3702.Q96500', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89']"
photosystem II,Component,9.08e-15,"['3702.O49347', '3702.P0CJ48', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89']"
organelle membrane,Component,3.71e-14,"['3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P25857', '3702.P27521', '3702.P42699', '3702.Q01667', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
chloroplast stroma,Component,1.42e-13,"['3702.O49347', '3702.P19366', '3702.P25857', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q38814', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q96500', '3702.Q9LRR9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89']"
cytoplasm,Component,3e-13,"['3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8RY71', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FMT8', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2', '3702.Q9ZQR8']"
plastoglobule,Component,3.42e-10,"['3702.P19366', '3702.Q01667', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89']"
PSII associated light-harvesting complex II,Component,1.74e-09,"['3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89']"
intracellular membrane-bounded organelle,Component,1.82e-09,"['3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8RY71', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9FMT8', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2', '3702.Q9ZQR8']"
membrane,Component,3.34e-09,"['3702.A0A1R7T3B3', '3702.F4I2N7', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P42699', '3702.P46422', '3702.P54144', '3702.Q01667', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8S8H2', '3702.Q949Q5', '3702.Q94C26', '3702.Q96500', '3702.Q9C5A9', '3702.Q9FMT8', '3702.Q9LUT2', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
cytosol,Component,4.93e-09,"['3702.O23530', '3702.P21218', '3702.P22953', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P46422', '3702.P50318', '3702.Q03250', '3702.Q38814', '3702.Q38833', '3702.Q41931', '3702.Q41963', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q96500', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9XF87', '3702.Q9XF89']"
intracellular anatomical structure,Component,3.24e-07,"['3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8RY71', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FMT8', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2', '3702.Q9ZQR8']"
photosystem I reaction center,Component,5.53e-07,"['3702.Q9S7H1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SUI4']"
apoplast,Component,7.26e-07,"['3702.P0CJ48', '3702.P22953', '3702.P25857', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P46422', '3702.Q42029', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9']"
protein-containing complex,Component,1.47e-06,"['3702.O49347', '3702.P0CJ48', '3702.P19366', '3702.P27521', '3702.P54144', '3702.Q01667', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q96500', '3702.Q9C5A9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89']"
plasmodesma,Component,6.48e-06,"['3702.P22953', '3702.P32961', '3702.P46422', '3702.P54144', '3702.Q03250', '3702.Q41931', '3702.Q42547', '3702.Q8GY23', '3702.Q940J8', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5']"
plant-type vacuole,Component,1.51e-05,"['3702.P22953', '3702.P37702', '3702.P46422', '3702.Q07488', '3702.Q39191', '3702.Q41963', '3702.Q42547', '3702.Q9C5C2', '3702.Q9FMT8', '3702.Q9M1P5', '3702.Q9S7J7', '3702.Q9XIE2']"
vacuole,Component,0.0001,"['3702.P22953', '3702.P37702', '3702.P46422', '3702.Q03250', '3702.Q07488', '3702.Q39191', '3702.Q41963', '3702.Q42547', '3702.Q9C5C2', '3702.Q9FMT8', '3702.Q9M1P5', '3702.Q9S7J7', '3702.Q9XIE2']"
cellular anatomical structure,Component,0.00011,"['3702.A0A1R7T3B3', '3702.F4I2N7', '3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.P54144', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8RY71', '3702.Q8S8H2', '3702.Q940J8', '3702.Q949Q5', '3702.Q94C26', '3702.Q96500', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FMT8', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2', '3702.Q9ZQR8']"
external encapsulating structure,Component,0.00036,"['3702.P19366', '3702.P22953', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42547', '3702.Q940J8', '3702.Q9LUT2']"
plant-type cell wall,Component,0.0011,"['3702.P19366', '3702.P22953', '3702.Q39191', '3702.Q41931', '3702.Q42547', '3702.Q940J8', '3702.Q9LUT2']"
thylakoid lumen,Component,0.0011,"['3702.O80860', '3702.P19366', '3702.P42699', '3702.Q42029']"
chloroplast photosystem I,Component,0.0013,"['3702.Q8LCA1', '3702.Q9S7N7']"
extracellular region,Component,0.0018,"['3702.P0CJ48', '3702.P22953', '3702.P25857', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P46422', '3702.Q03250', '3702.Q42029', '3702.Q42547', '3702.Q940J8', '3702.Q949Q5', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9SA56']"
stromule,Component,0.0029,"['3702.P19366', '3702.P25857', '3702.Q38814']"
peroxisome,Component,0.0045,"['3702.O80860', '3702.P37702', '3702.Q03250', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9']"
Intrinsic component of membrane,Component,0.017,"['3702.A0A1R7T3B3', '3702.F4I2N7', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P27521', '3702.P54144', '3702.Q01667', '3702.Q07488', '3702.Q38833', '3702.Q39191', '3702.Q41963', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8S8H2', '3702.Q949Q5', '3702.Q94C26', '3702.Q9FMT8', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
cytosolic ribosome,Component,0.0176,"['3702.P22953', '3702.P37702', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9']"
membrane,Component,0.0181,"['3702.A0A1R7T3B3', '3702.F4I2N7', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P27521', '3702.P54144', '3702.Q01667', '3702.Q38833', '3702.Q39191', '3702.Q41963', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q8S8H2', '3702.Q949Q5', '3702.Q94C26', '3702.Q9FMT8', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
chloroplast membrane,Component,0.0183,"['3702.P21218', '3702.P25857', '3702.Q38833', '3702.Q9S7N7', '3702.Q9SUI4']"
"Proton-transporting ATP synthase complex, catalytic core F(1)",Component,0.0203,"['3702.P19366', '3702.Q9C5A9']"
cell periphery,Component,0.0272,"['3702.F4I2N7', '3702.P19366', '3702.P22953', '3702.P46422', '3702.P54144', '3702.Q07488', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42547', '3702.Q8RWS6', '3702.Q940J8', '3702.Q94C26', '3702.Q9C5A9', '3702.Q9LUT2', '3702.Q9S831', '3702.Q9XIE2']"
Mitochondrial proton-transporting ATP synthase complex,Component,0.0358,"['3702.P19366', '3702.Q9C5A9']"
plasma membrane,Component,0.044,"['3702.F4I2N7', '3702.P22953', '3702.P46422', '3702.P54144', '3702.Q07488', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42547', '3702.Q8RWS6', '3702.Q94C26', '3702.Q9C5A9', '3702.Q9LUT2', '3702.Q9S831', '3702.Q9XIE2']"
protein domain specific binding,Function,1.17e-28,"['3702.P21218', '3702.P27521', '3702.P42699', '3702.P46422', '3702.Q01667', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q9S7H1', '3702.Q9S7M0', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89']"
chlorophyll binding,Function,1.88e-18,"['3702.P0CJ48', '3702.P27521', '3702.Q01667', '3702.Q39141', '3702.Q39142', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89']"
mRNA binding,Function,4.85e-16,"['3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.Q01667', '3702.Q03250', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q949Q5', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
tetrapyrrole binding,Function,4.89e-08,"['3702.P0CJ48', '3702.P27521', '3702.Q01667', '3702.Q39141', '3702.Q39142', '3702.Q42547', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89']"
heterocyclic compound binding,Function,2.29e-05,"['3702.F4I2N7', '3702.O23530', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q9C5A9', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
Organic cyclic compound binding,Function,2.31e-05,"['3702.F4I2N7', '3702.O23530', '3702.O80860', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q03250', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q9C5A9', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
protein binding,Function,2.49e-05,"['3702.F4I2N7', '3702.P21218', '3702.P22953', '3702.P27521', '3702.P29381', '3702.P42699', '3702.P46422', '3702.P54144', '3702.Q01667', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q9S7H1', '3702.Q9S7M0', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89']"
ion binding,Function,2.73e-05,"['3702.F4I2N7', '3702.O22433', '3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.Q01667', '3702.Q07488', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q42029', '3702.Q42547', '3702.Q8RWS6', '3702.Q9C5A9', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
binding,Function,4.38e-05,"['3702.F4I2N7', '3702.O22433', '3702.O23530', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.P54144', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8LCA1', '3702.Q8RWS6', '3702.Q949Q5', '3702.Q9C5A9', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
metal ion binding,Function,0.00011,"['3702.O22433', '3702.O49347', '3702.O80860', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P27521', '3702.P37702', '3702.P42699', '3702.Q01667', '3702.Q07488', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q42029', '3702.Q42547', '3702.Q8RWS6', '3702.Q9C5A9', '3702.Q9LUT2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89']"
nucleic acid binding,Function,0.00066,"['3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P29381', '3702.Q01667', '3702.Q03250', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q949Q5', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XIE2']"
salicylic acid binding,Function,0.0145,"['3702.P25857', '3702.P46422', '3702.Q42029']"
copper ion binding,Function,0.037,"['3702.O22433', '3702.P42699', '3702.Q41931', '3702.Q9C5A9', '3702.Q9SLJ2']"
organic acid binding,Function,0.037,"['3702.P25857', '3702.P46422', '3702.Q41931', '3702.Q42029']"
Glucosinolate glucohydrolase activity,Function,0.037,"['3702.P37702', '3702.Q9C5C2']"
carboxylic acid binding,Function,0.0388,"['3702.P25857', '3702.P46422', '3702.Q41931', '3702.Q42029']"
thioglucosidase activity,Function,0.049,"['3702.P37702', '3702.Q9C5C2']"
